ID,Delivery_person_ID,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_taken(min),distance
4D05,PUNERES08DEL01,18.53408,73.89852,18.60408,73.96852,24,10.725034637880958
507A,PUNERES07DEL01,18.546947,73.900626,18.656947,74.010626,20,16.85208641567295
7EF6,PUNERES02DEL02,18.55144,73.804855,18.57144,73.824855,18,3.0643606844471907
77AE,PUNERES07DEL02,18.546947,73.900626,18.566947,73.920626,15,3.064398872055142
7B06,PUNERES11DEL01,18.533811,73.899315,18.573811,73.939315,22,6.128850978538233
A0B3,PUNERES11DEL02,18.533811,73.899315,18.553811,73.919315,22,3.0645104714747093
A4F4,PUNERES09DEL01,18.536562,73.896485,18.646562,74.006485,35,16.852572769450653
2C42,PUNERES15DEL01,18.636215,73.751081,18.706215,73.821081,39,10.721987300671117
9BB3,PUNERES19DEL02,18.563934,73.915367,18.613934,73.965367,28,7.66031691183285
1925,PUNERES04DEL03,18.51421,73.838429,18.57421,73.898429,28,9.193520993944183
8A22,PUNERES12DEL02,18.520016,73.830547,18.570016,73.880547,16,7.661250453808297
9FDE,PUNERES06DEL02,18.546258,73.904337,18.566258,73.924337,16,3.064404727369966
4C5,PUNERES18DEL03,18.593481,73.785901,18.683481,73.875901,31,13.78666969363518
2021,PUNERES02DEL02,18.55144,73.804855,18.68144,73.934855,10,19.915298664494234
370A,PUNERES20DEL01,18.592718,73.773572,18.632718,73.813572,18,6.127848457033505
36A8,PUNERES01DEL02,18.569156,73.774723,18.589156,73.794723,25,3.064210028101302
ADF9,PUNERES01DEL01,18.569156,73.774723,18.679156,73.884723,25,16.851045489710874
3B03,PUNERES17DEL02,18.530963,73.828972,18.660963,73.958972,27,19.916432533839362
8F46,PUNERES01DEL01,18.569156,73.774723,18.639156,73.844723,34,10.723989806656368
6E2C,PUNERES01DEL03,18.569156,73.774723,18.659156,73.864723,36,13.787603106955784
62A1,PUNERES17DEL01,18.530963,73.828972,18.600963,73.898972,39,10.725127399399225
34B2,PUNERES20DEL03,18.592718,73.773572,18.682718,73.863572,44,13.786698988713738
7909,PUNERES01DEL01,18.569156,73.774723,18.579156,73.784723,14,1.5321262845594088
9682,PUNERES20DEL02,18.592718,73.773572,18.642718,73.823572,15,7.659703978703409
BC6B,PUNERES07DEL02,18.546947,73.900626,18.596947,73.950626,28,7.660678233235288
9A74,PUNERES14DEL02,18.516216,73.842527,18.646216,73.972527,21,19.9172484157288
8136,PUNERES09DEL02,18.536562,73.896485,18.586562,73.946485,12,7.660898979387872
96EB,PUNERES07DEL02,18.546947,73.900626,18.566947,73.920626,17,3.064398872055142
27A7,PUNERES07DEL03,18.546947,73.900626,18.576947,73.930626,15,4.596534542243907
1F87,PUNERES07DEL03,18.546947,73.900626,18.636947,73.990626,26,13.7884543583669
77B7,PUNERES08DEL03,18.53408,73.89852,18.62408,73.98852,18,13.788947117364545
9FC2,PUNERES07DEL02,18.546947,73.900626,18.626947,73.980626,19,12.256574293065658
77CC,PUNERES07DEL01,18.546947,73.900626,18.656947,74.010626,22,16.85208641567295
33B6,PUNERES11DEL01,18.533811,73.899315,18.643811,74.009315,48,16.85270156392274
1329,PUNERES12DEL03,18.520016,73.830547,18.610016,73.920547,24,13.789485363023294
60AA,PUNERES05DEL03,18.543626,73.905101,18.603626,73.965101,29,9.192770952683546
4514,PUNERES18DEL02,18.593481,73.785901,18.643481,73.835901,29,7.6596877195057695
9A58,PUNERES01DEL02,18.569156,73.774723,18.649156,73.854723,38,12.255817809722812
59CA,PUNERES05DEL02,18.543626,73.905101,18.673626,74.035101,26,19.915731481294102
35F2,PUNERES12DEL01,18.520016,73.830547,18.630016,73.940547,41,16.853347148215086
9F35,PUNERES11DEL03,18.533811,73.899315,18.563811,73.929315,17,4.59670198232987
1FF8,PUNERES06DEL02,18.546258,73.904337,18.676258,74.034337,23,19.915585713443292
8C57,PUNERES05DEL01,18.543626,73.905101,18.553626,73.915101,27,1.532234790495708
B1D1,PUNERES09DEL01,18.536562,73.896485,18.606562,73.966485,39,10.724960763776828
74B3,PUNERES06DEL01,18.546258,73.904337,18.656258,74.014337,18,16.852118690780628
E19,PUNERES01DEL01,18.569156,73.774723,18.639156,73.844723,48,10.723989806656368
1C2E,PUNERES14DEL01,18.516216,73.842527,18.626216,73.952527,27,16.85352490584544
B85E,PUNERES16DEL03,18.536718,73.830327,18.596719,73.890327,23,9.19302787417212
3E+01,PUNERES03DEL02,18.554382,73.798206,18.574382,73.818206,10,3.064335674796853
A771,PUNERES06DEL01,18.546258,73.904337,18.616258,73.974337,27,10.72467208673564
750A,PUNERES01DEL01,18.569156,73.774723,18.679156,73.884723,23,16.851045489710874
8843,PUNERES15DEL02,18.636215,73.751081,18.656215,73.771081,17,3.063638579712219
77C8,PUNERES02DEL01,18.55144,73.804855,18.66144,73.914855,26,16.851875921653388
8AD8,PUNERES03DEL02,18.554382,73.798206,18.634382,73.878206,41,12.256321133212229
7CF9,PUNERES06DEL02,18.546258,73.904337,18.596258,73.954337,34,7.660692882261043
1D7B,PUNERES11DEL03,18.533811,73.899315,18.563811,73.929315,27,4.59670198232987
910B,PUNERES07DEL01,18.546947,73.900626,18.656947,74.010626,19,16.85208641567295
9A3C,PUNERES010DEL02,18.539299,73.897902,18.619299,73.977902,42,12.256834609677016
71BF,PUNERES17DEL02,18.530963,73.828972,18.660963,73.958972,41,19.916432533839362
BD90,PUNERES18DEL02,18.593481,73.785901,18.613481,73.805901,20,3.064002956584147
BCD6,PUNERES18DEL01,18.593481,73.785901,18.663481,73.855901,48,10.723264172167632
7AA9,PUNERES20DEL03,18.592718,73.773572,18.622718,73.803572,13,4.59595027478907
80B,PUNERES17DEL01,18.530963,73.828972,18.570963,73.868972,23,6.128899374764089
3A08,PUNERES20DEL03,18.592718,73.773572,18.682718,73.863572,31,13.786698988713738
44DF,PUNERES03DEL02,18.554382,73.798206,18.684382,73.928206,15,19.915135664660593
BE6D,PUNERES08DEL03,18.53408,73.89852,18.56408,73.92852,48,4.596698554557205
BD01,PUNERES09DEL03,18.536562,73.896485,18.626562,73.986485,46,13.788852089943367
595B,PUNERES05DEL01,18.543626,73.905101,18.553626,73.915101,15,1.532234790495708
3B4C,PUNERES16DEL01,18.536718,73.830327,18.606718,73.900327,20,10.724956120302584
BD81,PUNERES12DEL03,18.520016,73.830547,18.580016,73.890547,19,9.193373039577208
3FBC,PUNERES20DEL03,18.592718,73.773572,18.682718,73.863572,16,13.786698988713738
1C9D,PUNERES13DEL02,18.56245,73.916619,18.58245,73.936619,22,3.064267071068136
6B8,PUNERES20DEL02,18.592718,73.773572,18.642718,73.823572,30,7.659703978703409
B41B,PUNERES01DEL02,18.569156,73.774723,18.699156,73.904723,22,19.91431676645955
A738,PUNERES06DEL01,18.546258,73.904337,18.656258,74.014337,18,16.852118690780628
B9FC,PUNERES13DEL01,18.56245,73.916619,18.60245,73.956619,18,6.128363939648455
987D,PUNERES04DEL03,18.51421,73.838429,18.54421,73.868429,11,4.596951629499115
8C5B,PUNERES11DEL01,18.533811,73.899315,18.573811,73.939315,34,6.128850978538233
94D9,PUNERES19DEL03,18.563934,73.915367,18.593934,73.945367,25,4.596317855297838
25CA,PUNERES03DEL01,18.554382,73.798206,18.594382,73.838206,11,6.128501214162246
4EAB,PUNERES09DEL01,18.536562,73.896485,18.606562,73.966485,22,10.724960763776828
651,PUNERES15DEL02,18.636215,73.751081,18.656215,73.771081,12,3.063638579712219
5DA4,PUNERES12DEL02,18.520016,73.830547,18.540016,73.850547,24,3.064627592336888
8540,PUNERES02DEL03,18.55144,73.804855,18.58144,73.834855,28,4.596477246826326
BBB8,PUNERES18DEL02,18.593481,73.785901,18.613481,73.805901,14,3.064002956584147
6DE6,PUNERES04DEL03,18.51421,73.838429,18.57421,73.898429,30,9.193520993944183
3791,PUNERES14DEL02,18.516216,73.842527,18.646216,73.972527,40,19.9172484157288
8E+06,PUNERES14DEL01,18.516216,73.842527,18.526216,73.852527,27,1.5323511358881128
49B1,PUNERES06DEL03,18.546258,73.904337,18.576258,73.934337,18,4.596543327364382
1B19,PUNERES17DEL01,18.530963,73.828972,18.600963,73.898972,26,10.725127399399225
A468,PUNERES19DEL01,18.563934,73.915367,18.633934,73.985367,39,10.72414547103075
2158,PUNERES19DEL03,18.563934,73.915367,18.653934,74.005367,37,13.787803344501583
4B55,PUNERES15DEL03,18.636215,73.751081,18.696215,73.811081,31,9.19040310530244
716D,PUNERES19DEL02,18.563934,73.915367,18.693935,74.045367,42,19.914686965545187
1DC9,PUNERES12DEL02,18.520016,73.830547,18.600016,73.910547,27,12.257490517738452
8803,PUNERES08DEL03,18.53408,73.89852,18.59408,73.95852,11,9.193014472266961
386E,PUNERES14DEL03,18.516216,73.842527,18.606216,73.932527,30,13.789630729980562
572E,PUNERES18DEL01,18.593481,73.785901,18.603481,73.795901,25,1.5320227740641719
904A,PUNERES05DEL01,18.543626,73.905101,18.613626,73.975101,25,10.724750462255022
93AE,PUNERES010DEL02,18.539299,73.897902,18.559299,73.917902,38,3.0644638558352577
2CD7,PUNERES010DEL02,18.539299,73.897902,18.589299,73.947902,16,7.660840811905797
AB69,PUNERES17DEL03,18.530963,73.828972,18.590963,73.888972,13,9.193093962702912
90EC,PUNERES06DEL03,18.546258,73.904337,18.576258,73.934337,16,4.596543327364382
8399,PUNERES13DEL02,18.56245,73.916619,18.61245,73.966619,18,7.660348489150972
5B9D,PUNERES02DEL01,18.55144,73.804855,18.66144,73.914855,35,16.851875921653388
814,PUNERES17DEL03,18.530963,73.828972,18.620963,73.918972,17,13.789066440485813
1D64,PUNERES08DEL02,18.53408,73.89852,18.58408,73.94852,10,7.66095172081025
8DB4,PUNERES07DEL03,18.546947,73.900626,18.576947,73.930626,26,4.596534542243907
B855,PUNERES14DEL01,18.516216,73.842527,18.556216,73.882527,30,6.129149863507623
3657,PUNERES07DEL02,18.546947,73.900626,18.566947,73.920626,26,3.064398872055142
BC21,PUNERES14DEL01,18.516216,73.842527,18.586216,73.912527,34,10.725566076623075
3B74,PUNERES11DEL03,18.533811,73.899315,18.593811,73.959315,15,9.193021332844554
7181,PUNERES16DEL01,18.536718,73.830327,18.546719,73.840328,11,1.5324173514302288
2EC2,PUNERES03DEL02,18.554382,73.798206,18.604382,73.848206,25,7.66052012420465
3E+73,PUNERES03DEL02,18.554382,73.798206,18.574382,73.818206,27,3.064335674796853
33F6,PUNERES17DEL01,18.530963,73.828972,18.600963,73.898972,32,10.725127399399225
402E,PUNERES18DEL03,18.593481,73.785901,18.623481,73.815901,24,4.595940524023754
B24A,PUNERES010DEL01,18.539299,73.897902,18.649299,74.007902,22,16.852444613264275
33D7,PUNERES16DEL01,18.536718,73.830327,18.546719,73.840328,18,1.5324173514302288
821C,PUNERES010DEL03,18.539299,73.897902,18.569299,73.927902,18,4.59663204175947
A5FE,PUNERES13DEL01,18.56245,73.916619,18.57245,73.926619,22,1.5321547990764783
14A1,PUNERES06DEL02,18.546258,73.904337,18.596258,73.954337,13,7.660692882261043
3FFF,PUNERES03DEL01,18.554382,73.798206,18.564382,73.808206,27,1.5321890925569548
4039,PUNERES07DEL03,18.546947,73.900626,18.576947,73.930626,18,4.596534542243907
A43E,PUNERES13DEL01,18.56245,73.916619,18.63245,73.986619,17,10.724189700859583
502E,PUNERES06DEL02,18.546258,73.904337,18.676258,74.034337,49,19.915585713443292
BE37,PUNERES11DEL03,18.533811,73.899315,18.563811,73.929315,20,4.59670198232987
697A,PUNERES11DEL02,18.533811,73.899315,18.663811,74.029315,38,19.916274899797408
8743,PUNERES08DEL02,18.53408,73.89852,18.55408,73.91852,29,3.064508186852737
3DFE,PUNERES13DEL03,18.56245,73.916619,18.65245,74.006619,28,13.787860239172547
9CF8,PUNERES01DEL01,18.569156,73.774723,18.579156,73.784723,20,1.5321262845594088
7614,PUNERES19DEL03,18.563934,73.915367,18.623935,73.975367,24,9.192333207689474
9464,PUNERES09DEL01,18.536562,73.896485,18.576562,73.936485,18,6.128804224238058
6DB7,PUNERES07DEL03,18.546947,73.900626,18.636947,73.990626,44,13.7884543583669
B7B9,PUNERES14DEL03,18.516216,73.842527,18.606216,73.932527,31,13.789630729980562
6E+05,PUNERES01DEL01,18.569156,73.774723,18.679156,73.884723,32,16.851045489710874
7812,PUNERES04DEL02,18.51421,73.838429,18.59421,73.918429,23,12.257687886802879
81DA,PUNERES05DEL02,18.543626,73.905101,18.673626,74.035101,18,19.915731481294102
1397,PUNERES08DEL03,18.53408,73.89852,18.62408,73.98852,43,13.788947117364545
5C4C,PUNERES16DEL01,18.536718,73.830327,18.606718,73.900327,39,10.724956120302584
95EB,PUNERES20DEL02,18.592718,73.773572,18.722718,73.903572,36,19.913009545593138
B718,PUNERES07DEL01,18.546947,73.900626,18.556947,73.910626,25,1.5322206834602052
2F69,PUNERES13DEL01,18.56245,73.916619,18.57245,73.926619,16,1.5321547990764783
9B42,PUNERES06DEL02,18.546258,73.904337,18.566258,73.924337,24,3.064404727369966
7809,PUNERES08DEL02,18.53408,73.89852,18.61408,73.97852,25,12.25701219409813
B031,PUNERES08DEL03,18.53408,73.89852,18.62408,73.98852,12,13.788947117364545
86A0,PUNERES11DEL03,18.533811,73.899315,18.623811,73.989315,25,13.788957415778517
3260,PUNERES09DEL01,18.536562,73.896485,18.646562,74.006485,49,16.852572769450653
535,PUNERES15DEL03,18.636215,73.751081,18.726215,73.841081,22,13.785027203355993
CC5,PUNERES20DEL03,18.592718,73.773572,18.682718,73.863572,20,13.786698988713738
8F8F,PUNERES18DEL03,18.593481,73.785901,18.683481,73.875901,43,13.78666969363518
2223,PUNERES09DEL01,18.536562,73.896485,18.606562,73.966485,19,10.724960763776828
818A,PUNERES08DEL02,18.53408,73.89852,18.58408,73.94852,25,7.66095172081025
2.6E+07,PUNERES18DEL03,18.593481,73.785901,18.683481,73.875901,29,13.78666969363518
A2A6,PUNERES13DEL02,18.56245,73.916619,18.58245,73.936619,20,3.064267071068136
9522,PUNERES18DEL03,18.593481,73.785901,18.623481,73.815901,14,4.595940524023754
A912,PUNERES13DEL01,18.56245,73.916619,18.63245,73.986619,41,10.724189700859583
8F45,PUNERES12DEL02,18.520016,73.830547,18.540016,73.850547,22,3.064627592336888
4C06,PUNERES05DEL02,18.543626,73.905101,18.673626,74.035101,28,19.915731481294102
A33,PUNERES09DEL01,18.536562,73.896485,18.606562,73.966485,32,10.724960763776828
8FAD,PUNERES08DEL01,18.53408,73.89852,18.64408,74.00852,33,16.852688970823085
5021,PUNERES06DEL03,18.546258,73.904337,18.576258,73.934337,27,4.596543327364382
A6BD,PUNERES20DEL03,18.592718,73.773572,18.622718,73.803572,29,4.59595027478907
3CB6,PUNERES15DEL03,18.636215,73.751081,18.696215,73.811081,27,9.19040310530244
9E+05,PUNERES13DEL02,18.56245,73.916619,18.64245,73.996619,35,12.256046315965444
197C,PUNERES18DEL03,18.593481,73.785901,18.653481,73.845901,23,9.19149730046093
B70C,PUNERES03DEL01,18.554382,73.798206,18.664382,73.908206,47,16.851738065958607
9BAF,PUNERES08DEL03,18.53408,73.89852,18.56408,73.92852,13,4.596698554557205
A4BF,PUNERES09DEL02,18.536562,73.896485,18.586562,73.946485,31,7.660898979387872
B82C,PUNERES11DEL01,18.533811,73.899315,18.643811,74.009315,27,16.85270156392274
853A,PUNERES17DEL02,18.530963,73.828972,18.660963,73.958972,30,19.916432533839362
69AA,PUNERES04DEL03,18.51421,73.838429,18.54421,73.868429,16,4.596951629499115
7654,PUNERES02DEL02,18.55144,73.804855,18.57144,73.824855,24,3.0643606844471907
834E,PUNERES12DEL03,18.520016,73.830547,18.550016,73.860547,35,4.596877706640377
8693,PUNERES01DEL01,18.569156,73.774723,18.679156,73.884723,24,16.851045489710874
6295,PUNERES17DEL02,18.530963,73.828972,18.580963,73.878972,23,7.66101794664148
5DB3,PUNERES14DEL02,18.516216,73.842527,18.566216,73.892527,37,7.661331134220826
9C29,PUNERES11DEL01,18.533811,73.899315,18.573811,73.939315,21,6.128850978538233
8D5D,PUNERES04DEL03,18.51421,73.838429,18.57421,73.898429,22,9.193520993944183
6551,PUNERES08DEL02,18.53408,73.89852,18.66408,74.02852,10,19.916260009775193
4469,PUNERES17DEL03,18.530963,73.828972,18.620963,73.918972,39,13.789066440485813
3E+13,PUNERES01DEL03,18.569156,73.774723,18.659156,73.864723,17,13.787603106955784
80D1,PUNERES14DEL01,18.516216,73.842527,18.586216,73.912527,37,10.725566076623075
3F24,PUNERES04DEL03,18.51421,73.838429,18.54421,73.868429,22,4.596951629499115
1820,PUNERES18DEL03,18.593481,73.785901,18.653481,73.845901,25,9.19149730046093
AF29,PUNERES03DEL02,18.554382,73.798206,18.634382,73.878206,17,12.256321133212229
B664,PUNERES05DEL02,18.543626,73.905101,18.593626,73.955101,31,7.66074883742589
6FCA,PUNERES02DEL02,18.55144,73.804855,18.57144,73.824855,20,3.0643606844471907
4A7D,PUNERES14DEL02,18.516216,73.842527,18.536216,73.862527,19,3.0646598407974865
5DF2,PUNERES19DEL03,18.563934,73.915367,18.593934,73.945367,26,4.596317855297838
863E,PUNERES04DEL03,18.51421,73.838429,18.60421,73.928429,20,13.789707457540985
8CAE,PUNERES09DEL02,18.536562,73.896485,18.666562,74.026485,35,19.916122613819716
5.8E+10,PUNERES20DEL02,18.592718,73.773572,18.722718,73.903572,33,19.913009545593138
4C03,PUNERES17DEL02,18.530963,73.828972,18.580963,73.878972,13,7.66101794664148
7A23,PUNERES03DEL02,18.554382,73.798206,18.634382,73.878206,30,12.256321133212229
6E1A,PUNERES08DEL02,18.53408,73.89852,18.61408,73.97852,37,12.25701219409813
ABE3,PUNERES04DEL01,18.51421,73.838429,18.52421,73.848429,13,1.5323596444882273
B731,PUNERES02DEL02,18.55144,73.804855,18.60144,73.854855,33,7.660582694185052
4.3E+08,PUNERES12DEL03,18.520016,73.830547,18.610016,73.920547,34,13.789485363023294
514C,PUNERES06DEL02,18.546258,73.904337,18.566258,73.924337,15,3.064404727369966
1895,PUNERES15DEL01,18.636215,73.751081,18.746215,73.861081,11,16.847895631642253
2E4B,PUNERES13DEL01,18.56245,73.916619,18.57245,73.926619,18,1.5321547990764783
3698,PUNERES03DEL01,18.554382,73.798206,18.594382,73.838206,34,6.128501214162246
2453,PUNERES17DEL02,18.530963,73.828972,18.550963,73.848972,12,3.0645346577473593
8.6E+04,PUNERES18DEL01,18.593481,73.785901,18.633481,73.825901,27,6.127835452844327
1.3E+07,PUNERES01DEL02,18.569156,73.774723,18.619156,73.824723,26,7.660205777239119
8001,PUNERES05DEL02,18.543626,73.905101,18.623626,73.985101,37,12.256687342592269
2E7E,PUNERES07DEL01,18.546947,73.900626,18.616947,73.970626,10,10.72465156807538
B01B,PUNERES03DEL03,18.554382,73.798206,18.584382,73.828206,31,4.596439723177665
65F4,PUNERES11DEL02,18.533811,73.899315,18.613811,73.979315,35,12.257021346006622
961F,PUNERES17DEL01,18.530963,73.828972,18.640963,73.938972,16,16.852834881460105
2B2D,PUNERES19DEL01,18.563934,73.915367,18.633934,73.985367,22,10.72414547103075
2811,PUNERES15DEL01,18.636215,73.751081,18.706215,73.821081,20,10.721987300671117
6B30,PUNERES12DEL03,18.520016,73.830547,18.610016,73.920547,16,13.789485363023294
4DD6,PUNERES17DEL01,18.530963,73.828972,18.640963,73.938972,16,16.852834881460105
8D0B,PUNERES13DEL02,18.56245,73.916619,18.64245,73.996619,37,12.256046315965444
B505,PUNERES13DEL02,18.56245,73.916619,18.69245,74.046619,45,19.914688541860013
2058,PUNERES07DEL03,18.546947,73.900626,18.606947,73.960626,38,9.192686206949302
5980,PUNERES07DEL01,18.546947,73.900626,18.616947,73.970626,38,10.72465156807538
A1DC,PUNERES11DEL03,18.533811,73.899315,18.623811,73.989315,43,13.788957415778517
BDA6,PUNERES07DEL01,18.546947,73.900626,18.586947,73.940626,24,6.128627670485152
426C,PUNERES01DEL03,18.569156,73.774723,18.629156,73.834723,29,9.192119121311745
B6E5,PUNERES04DEL01,18.51421,73.838429,18.58421,73.908429,42,10.72562572441868
802C,PUNERES010DEL02,18.539299,73.897902,18.589299,73.947902,19,7.660840811905797
B58E,PUNERES01DEL03,18.569156,73.774723,18.659156,73.864723,12,13.787603106955784
4E+99,PUNERES08DEL01,18.53408,73.89852,18.57408,73.93852,21,6.128846407056886
BD93,PUNERES07DEL02,18.546947,73.900626,18.626947,73.980626,15,12.256574293065658
15B4,PUNERES20DEL01,18.592718,73.773572,18.602718,73.783572,18,1.5320260227341909
E98,PUNERES05DEL02,18.543626,73.905101,18.593626,73.955101,21,7.66074883742589
288C,PUNERES05DEL03,18.543626,73.905101,18.603626,73.965101,17,9.192770952683546
854C,PUNERES14DEL03,18.516216,73.842527,18.576216,73.902527,22,9.193469879776632
B5C1,PUNERES03DEL02,18.554382,73.798206,18.604382,73.848206,34,7.66052012420465
BCD2,PUNERES20DEL01,18.592718,73.773572,18.702718,73.883572,26,16.849939918016496
A1A6,PUNERES16DEL02,18.536718,73.830327,18.556718,73.850327,46,3.0644857806760535
6.8E+05,PUNERES01DEL01,18.569156,73.774723,18.609156,73.814723,21,6.128249797982013
8FF4,PUNERES11DEL01,18.533811,73.899315,18.603811,73.969315,38,10.72504264384306
14D6,PUNERES11DEL01,18.533811,73.899315,18.643811,74.009315,25,16.85270156392274
8714,PUNERES19DEL03,18.563934,73.915367,18.653934,74.005367,39,13.787803344501583
9916,PUNERES16DEL03,18.536718,73.830327,18.566719,73.860327,25,4.5967456266495255
7A6B,PUNERES06DEL01,18.546258,73.904337,18.656258,74.014337,21,16.852118690780628
2E0E,PUNERES07DEL03,18.546947,73.900626,18.576947,73.930626,34,4.596534542243907
ACB0,PUNERES18DEL03,18.593481,73.785901,18.653481,73.845901,26,9.19149730046093
1BA5,PUNERES18DEL01,18.593481,73.785901,18.663481,73.855901,16,10.723264172167632
8D44,PUNERES06DEL01,18.546258,73.904337,18.656258,74.014337,25,16.852118690780628
9BDE,PUNERES11DEL01,18.533811,73.899315,18.643811,74.009315,28,16.85270156392274
8CCA,PUNERES05DEL02,18.543626,73.905101,18.623626,73.985101,20,12.256687342592269
2CFB,PUNERES03DEL03,18.554382,73.798206,18.584382,73.828206,28,4.596439723177665
19A6,PUNERES01DEL01,18.569156,73.774723,18.579156,73.784723,47,1.5321262845594088
85FB,PUNERES17DEL01,18.530963,73.828972,18.640963,73.938972,35,16.852834881460105
5317,PUNERES16DEL01,18.536718,73.830327,18.576718,73.870328,30,6.1288740968464825
5BD7,PUNERES17DEL01,18.530963,73.828972,18.540963,73.838972,26,1.5322885596942126
44AE,PUNERES09DEL02,18.536562,73.896485,18.666562,74.026485,24,19.916122613819716
2CDB,PUNERES16DEL01,18.536718,73.830327,18.646718,73.940327,30,16.85256546543028
8A1F,PUNERES01DEL03,18.569156,73.774723,18.629156,73.834723,25,9.192119121311745
1094,PUNERES02DEL01,18.55144,73.804855,18.56144,73.814855,21,1.5322015943257514
5B1F,PUNERES11DEL02,18.533811,73.899315,18.583811,73.949315,25,7.660957436559021
FB3,PUNERES08DEL02,18.53408,73.89852,18.55408,73.91852,24,3.064508186852737
13FE,PUNERES12DEL02,18.520016,73.830547,18.650016,73.960547,43,19.917038235830073
3B8C,PUNERES18DEL01,18.593481,73.785901,18.633481,73.825901,46,6.127835452844327
31EC,PUNERES06DEL02,18.546258,73.904337,18.626258,73.984337,39,12.25659774869038
8C74,PUNERES01DEL03,18.569156,73.774723,18.599156,73.804723,16,4.596251207088927
B61D,PUNERES15DEL01,18.636215,73.751081,18.706215,73.821081,18,10.721987300671117
4ACA,PUNERES19DEL03,18.563934,73.915367,18.593934,73.945367,28,4.596317855297838
BC0C,PUNERES12DEL03,18.520016,73.830547,18.550016,73.860547,16,4.596877706640377
4D80,PUNERES08DEL03,18.53408,73.89852,18.59408,73.95852,14,9.193014472266961
B8C8,PUNERES010DEL02,18.539299,73.897902,18.669299,74.027902,25,19.915971082561146
A807,PUNERES08DEL01,18.53408,73.89852,18.64408,74.00852,26,16.852688970823085
27A3,PUNERES010DEL02,18.539299,73.897902,18.619299,73.977902,24,12.256834609677016
8988,PUNERES16DEL01,18.536718,73.830327,18.576718,73.870328,25,6.1288740968464825
3603,PUNERES19DEL02,18.563934,73.915367,18.613934,73.965367,25,7.66031691183285
BD1F,PUNERES02DEL01,18.55144,73.804855,18.66144,73.914855,43,16.851875921653388
B7A4,PUNERES04DEL02,18.51421,73.838429,18.56421,73.888429,15,7.661373718933812
6D3,PUNERES15DEL01,18.636215,73.751081,18.706215,73.821081,38,10.721987300671117
B37A,PUNERES20DEL01,18.592718,73.773572,18.662718,73.843572,29,10.723286946137815
27EF,PUNERES06DEL01,18.546258,73.904337,18.556258,73.914337,11,1.5322236104030795
739F,PUNERES03DEL02,18.554382,73.798206,18.634382,73.878206,34,12.256321133212229
4A18,PUNERES01DEL02,18.569156,73.774723,18.699156,73.904723,31,19.91431676645955
A50C,PUNERES17DEL02,18.530963,73.828972,18.580963,73.878972,27,7.66101794664148
A2EB,PUNERES07DEL01,18.546947,73.900626,18.616947,73.970626,23,10.72465156807538
8EF,PUNERES18DEL01,18.593481,73.785901,18.603481,73.795901,24,1.5320227740641719
B738,PUNERES03DEL03,18.554382,73.798206,18.584382,73.828206,23,4.596439723177665
5.7E+05,PUNERES14DEL01,18.516216,73.842527,18.556216,73.882527,26,6.129149863507623
97AA,PUNERES11DEL01,18.533811,73.899315,18.603811,73.969315,23,10.72504264384306
6476,PUNERES11DEL03,18.533811,73.899315,18.563811,73.929315,29,4.59670198232987
39B8,PUNERES02DEL02,18.55144,73.804855,18.60144,73.854855,24,7.660582694185052
45CC,PUNERES04DEL02,18.51421,73.838429,18.56421,73.888429,28,7.661373718933812
605E,PUNERES17DEL03,18.530963,73.828972,18.560963,73.858972,35,4.596738270616882
7917,PUNERES06DEL03,18.546258,73.904337,18.606258,73.964337,13,9.192703790075944
5A4F,PUNERES01DEL01,18.569156,73.774723,18.579156,73.784723,14,1.5321262845594088
5385,PUNERES03DEL03,18.554382,73.798206,18.584382,73.828206,31,4.596439723177665
4E+90,PUNERES19DEL02,18.563934,73.915367,18.613934,73.965367,33,7.66031691183285
3183,PUNERES03DEL02,18.554382,73.798206,18.684382,73.928206,39,19.915135664660593
5B00,PUNERES17DEL03,18.530963,73.828972,18.620963,73.918972,25,13.789066440485813
6E+56,PUNERES16DEL02,18.536718,73.830327,18.616719,73.910327,26,12.25700312192057
A679,PUNERES07DEL02,18.546947,73.900626,18.626947,73.980626,17,12.256574293065658
A570,PUNERES18DEL03,18.593481,73.785901,18.623481,73.815901,24,4.595940524023754
5C7C,PUNERES09DEL03,18.536562,73.896485,18.596562,73.956485,37,9.192951167083441
9BA1,PUNERES03DEL01,18.554382,73.798206,18.564382,73.808206,19,1.5321890925569548
B40C,PUNERES12DEL01,18.520016,73.830547,18.560016,73.870547,25,6.129085334979291
7AF5,PUNERES01DEL01,18.569156,73.774723,18.679156,73.884723,40,16.851045489710874
58A9,PUNERES11DEL02,18.533811,73.899315,18.663811,74.029315,30,19.916274899797408
5C09,PUNERES20DEL03,18.592718,73.773572,18.682718,73.863572,28,13.786698988713738
9408,PUNERES19DEL03,18.563934,73.915367,18.653934,74.005367,42,13.787803344501583
B8DF,PUNERES15DEL03,18.636215,73.751081,18.666215,73.781081,44,4.595393825646015
BA26,PUNERES07DEL01,18.546947,73.900626,18.586947,73.940626,20,6.128627670485152
4619,PUNERES04DEL02,18.51421,73.838429,18.64421,73.968429,16,19.917359352866207
6BE6,PUNERES19DEL02,18.563934,73.915367,18.613934,73.965367,27,7.66031691183285
3EE9,PUNERES20DEL03,18.592718,73.773572,18.622718,73.803572,39,4.59595027478907
